"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256"
0,0,0,0,0,0.1825,0.6495,0.709,0.709,0.805,0.7825,0.631,0.302,0,0,0,0,0,0,0.3295,0.836,0.937,1,1,1,1,1,1,0.9915,0.394,0,0,0,0,0.109,0.995,1,0.9585,0.819,0.484,0.3275,0.3275,0.4035,0.8675,1,0.649,0,0,0,0,0.013,0.5465,0.5305,0.111,0,0,0,0,0.0315,0.775,1,0.5845,0,0,0,0,0,0,0,0,0,0,0,0,0.6485,1,0.974,0.2495,0,0,0,0,0,0,0,0,0,0,0,0.315,0.9795,1,0.376,0,0,0,0,0,0,0,0,0,0.086,0.309,0.3815,0.9635,1,0.6865,0.022,0,0,0,0,0,0,0,0,0.0665,0.8115,1,1,1,0.9255,0.0625,0,0,0,0,0,0,0,0,0.035,0.743,1,1,1,1,1,0.6935,0.0395,0,0,0,0,0,0,0,0.0555,0.872,1,0.88,0.335,0.3045,0.9785,1,0.5345,0.0115,0,0,0,0,0,0,0,0.081,0.182,0.0545,0,0,0.449,1,1,0.3065,0,0,0,0.005,0.242,0.00700000000000001,0,0,0,0,0,0,0.00700000000000001,0.7025,1,0.859,0.0495,0,0,0.168,1,0.558,0.1255,0,0,0,0,0,0,0.1975,1,1,0.193,0,0,0.0245,0.6565,0.9905,0.967,0.687,0.451,0.2145,0.0365,0.054,0.3275,0.6245,1,1,0.266,0,0,0,0,0.22,0.8135,1,1,1,1,1,1,1,1,0.6625,0.00950000000000001,0,0,0,0,0,0.0245,0.3,0.7055,0.9415,1,1,1,0.9575,0.4445,0.031,0,0
0,0,0,0,0,0,0.094,0.471,0.4915,0.4725,0.6065,0.6065,0.4895,0.0705,0,0,0,0,0,0.1615,0.3955,0.7265,0.934,1,1,1,1,1,1,0.732,0,0,0,0,0.2075,0.961,1,1,1,0.7635,0.4275,0.413,0.6095,0.963,1,0.831,0.001,0,0,0,0.0535,0.8095,0.7725,0.441,0.2345,0.011,0,0.23,0.889,1,0.981,0.324,0,0,0,0,0,0,0,0,0,0.199,0.6875,0.982,1,0.918,0.3525,0,0,0,0,0,0,0,0,0.026,0.721,0.9745,1,1,0.7975,0.092,0,0,0,0,0,0,0,0,0,5e-04,0.7095,0.8775,0.8775,0.937,0.999,0.728,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.5755,0.991,0.9065,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3665,0.984,0.8615,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,1,0.7005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.7955,0.996,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,1,0.782,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0.7185,1,0.8685,0.112,0.356,0.5005,0.4635,0.357,0.07,0.1395,0.1395,0.1395,0.1395,0.3615,0.7665,0.9555,1,0.987,0.4265,0.622,0.9295,1,1,1,0.945,1,1,1,1,1,1,0.996,0.8355,0.3745,0,0,0.05,0.1075,0.1485,0.357,0.5665,0.6065,0.6065,0.6065,0.482,0.5805,0.357,0.1865,0.001,0,0
0,0,0,0,0,0.1435,0.4795,0.5965,0.768,0.8755,0.711,0.3155,0.0015,0,0,0,0,0,0,0.106,0.648,0.98,0.9635,0.6815,0.3915,0.3915,0.409,0.9325,0.4525,0,0,0,0,0,0.138,0.908,1,1,0.536,0,0,0,0,0.5105,0.969,0.07,0,0,0,0,0.2595,0.987,0.9915,0.5875,0.0115,0,0,0,0.00800000000000001,0.8165,0.9535,0.074,0,0,0,0,0,0.1235,0.159,0,0,0,0,0,0.3605,1,0.686,0,0,0,0,0,0,0,0,0,0,0.0495,0.25,0.474,0.93,0.9855,0.1445,0,0,0,0,0,0,0,0,0,0.311,0.931,1,1,1,0.8445,0.156,0,0,0,0,0,0,0,0,0,0.431,0.998,0.9315,0.6105,0.2225,0.319,0.8385,0.475,0,0,0,0,0,0,0,0,0,0.1065,0.055,0,0,0,0.101,0.86,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6235,0.812,0.00600000000000001,0,0.0535,0.1015,0.1015,0.026,0,0,0,0,0,0,0,0,0.716,0.921,0.01,0.01,0.863,1,1,0.911,0.825,0.6375,0.4275,0.316,0.113,0,0,0.1375,0.98,0.737,5e-04,0.00600000000000001,0.821,0.7905,0.29,0.386,0.5215,0.6755,0.895,0.998,0.9835,0.9305,0.7105,0.8785,0.9995,0.2865,0,0,0.2075,0.914,0.5015,0.0445,0,0,0,0.1705,0.4215,0.822,1,1,0.998,0.135,0,0,0,0.1175,0.6965,0.915,0.613,0.392,0.435,0.659,0.903,1,0.997,0.6695,0.3645,0.011,0,0,0,0,0.0045,0.283,0.614,0.941,1,1,0.83,0.7135,0.305,0.0035,0,0,0
0,0,0,0,0,0,0.064,0.495,0.796,0.97,0.285,0,0,0,0,0,0,0,0,0,0.2195,0.656,0.9605,1,0.8135,0.1915,0.025,0,0,0,0,0,0,0,0,0.052,0.877,0.9425,0.808,0.773,0.9515,0.9855,0.6875,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.1675,0.576,0.935,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0.0875,0.7585,0.8915,0.091,0,0,0,0,0,0,0,0,0,0,0.064,0.533,0.9555,0.7425,0.074,0,0,0,0,0,0,0,0,0,0,0.198,0.9285,1,0.608,0.005,0,0,0,0,0,0,0,0,0,0,0,0.169,0.723,0.751,0.9665,0.582,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1815,0.742,0.695,0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.837,0.4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5835,0.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.7155,0,0,0,0,0,0,0.4435,0.011,0,0,0,0,0,0.1605,0.96,0.442,0,0,0,0,0,0,0.733,0.258,0,0,0,0,0.1885,0.8735,0.8335,0.0135,0,0,0,0,0,0,0.1935,0.909,0.4485,0.1035,0.2685,0.6315,0.984,0.7965,0.136,0,0,0,0,0,0,0,0,0.2805,0.854,1,1,0.819,0.3365,0.0195,0,0,0,0,0
0,0,0,0,0,0,0.016,0.3815,0.5995,0.9725,0.736,0.1255,0,0,0,0,0,0,0,0,0,0.051,0.6525,1,1,1,1,0.6225,0,0,0,0,0,0,0,0,0.005,0.602,1,1,0.9675,0.5325,0.983,0.8815,0.0155,0,0,0,0,0,0,0.0745,0.6365,0.999,1,0.9425,0.283,0.1065,0.9635,0.91,5e-04,0,0,0,0,0,0,0.525,1,1,0.8935,0.1745,0.0145,0.7685,1,0.803,5e-04,0,0,0,0,0,0,0.122,0.837,0.6225,0.044,0.3365,0.734,1,0.9925,0.3485,0,0,0,0,0,0,0,0,0.026,0.0125,0.1925,0.9785,1,1,0.9995,0.238,0,0,0,0,0,0,0,0,0,0.128,0.8675,1,1,1,1,0.7465,0,0,0,0,0,0,0,0,0.2625,0.8585,1,1,1,0.383,0.6715,0.9725,0.083,0,0,0,0,0,0,0,0.742,1,1,0.7315,0.2225,0.002,0.4035,1,0.469,0,0,0,0,0,0,0,0.182,0.744,0.392,0.0275,0,0,0.4815,1,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.903,1,0.4745,0,0,0,0,0,0,0,0,0,0,0,0.14,0.739,1,0.9535,0.0905,0,0,0,0,0,0,0,0.0025,0.2715,0.373,0.434,0.943,1,1,0.556,0,0,0,0,0,0,0,0,0.2225,1,1,1,1,0.987,0.5485,0.054,0,0,0,0,0,0,0,0,0.063,0.7835,1,0.978,0.6085,0.1755,0,0,0,0,0,0
0,0,0,0,0,0,0.092,0.743,0.9205,0.8875,0.1975,0,0,0,0,0,0,0,0,0,0.00900000000000001,0.485,0.926,1,0.986,0.995,0.6865,0,0,0,0,0,0,0,0,0,0.5035,1,1,0.5865,0.1175,0.6065,0.9855,0.188,0,0,0,0,0,0,0,0,0.174,0.6645,0.2735,0.021,0,0.2815,1,0.2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5085,0.999,0.1535,0,0,0,0,0,0,0,0,0,0,0,0.0265,0.5535,0.917,0.676,0.002,0,0,0,0,0,0,0,0,0,0.088,0.2695,0.808,1,1,0.337,0,0,0,0,0,0,0,0,0,0.528,0.987,1,1,1,1,0.895,0.0715,0,0,0,0,0,0,0,0,0.554,0.8655,0.7275,0.5135,0.1945,0.091,0.845,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3445,0.992,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,1,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,1,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,1,0.3395,0,0,0,0,0,0,0.174,0.525,0.148,0,0,0,0.203,0.926,0.999,0.19,0,0,0,0,0,0,0.5185,1,0.911,0.756,0.642,0.764,0.985,0.999,0.5235,0.002,0,0,0,0,0,0,0.0495,0.598,0.861,1,1,1,0.925,0.4575,0.001,0,0,0,0
0,0,0,0.118,0.4725,0.6445,0.8495,0.945,0.6445,0.4525,0.1,0,0,0,0,0,0,0,0.086,0.7945,1,1,1,1,1,1,0.932,0.3795,0.001,0,0,0,0,0,0.736,1,1,0.9105,0.6145,0.489,0.5455,0.8445,0.9375,1,0.7195,0.0765,0,0,0,0.0435,0.892,1,0.5915,0.1045,0,0,0,0,0.108,0.86,1,0.8125,0.0325,0,0,0.0605,0.9245,0.9815,0.127,0,0,0,0,0,0,0.0835,0.946,1,0.713,0.00700000000000001,0,0,0.679,0.93,0.058,0,0,0,0,0,0,0,0.5975,1,1,0.3575,0,0,0.0425,0.2735,0,0,0,0,0,0,0,0.13,0.896,1,1,0.474,0,0,0,0,0,0,0,0,0,0.079,0.499,0.9275,1,1,0.9805,0.1835,0,0,0,0,0,0,0,0.092,0.467,0.853,1,1,1,0.924,0.5415,0.001,0,0,0,0,0,0,0,0.107,0.9625,1,1,1,0.728,0.18,0,0,0,0,0,0,0,0,0,0,0.4175,0.9905,1,1,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0.1745,0.663,1,1,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0.358,1,1,0.8175,0.00900000000000001,0,0.384,0.786,0.489,0.489,0.317,0.408,0.489,0.489,0.489,0.7375,0.9645,1,1,0.873,0.022,0,0.047,0.907,1,1,1,1,1,1,1,1,1,1,1,0.5985,0.0025,0,0,0.327,0.6445,0.807,1,1,1,1,1,0.978,0.6455,0.6445,0.373,0.0375,0,0
0,0,0,0,0,0.1015,0.581,0.925,1,0.9145,0.3175,0,0,0,0,0,0,0,0,0,0.4455,0.956,1,0.717,0.4235,0.6995,1,0.198,0,0,0,0,0,0,0.105,0.771,1,0.688,0.156,0,0,0.196,1,0.444,0,0,0,0,0,0,0.55,0.7875,0.0225,0,0,0,0,0.35,1,0.41,0,0,0,0,0,0,0.0485,0.0715,0,0,0,0,0,0.664,0.991,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.9985,0.6615,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0.9305,1,0.659,0.2485,0,0,0,0,0,0,0,0,0,0.133,0.5325,0.981,1,0.8585,0.9015,1,0.575,0.0185,0,0,0,0,0,0,0.0695,0.9715,1,0.885,0.314,0,0,0.246,0.955,0.4395,0,0,0,0,0,0,0,0.4185,0.457,0.0845,0,0,0,0,0.715,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.865,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,1,0.497,0,0,0,0,0,0,0,0,0,0,0,0.1215,0.736,1,0.798,0.025,0,0,0,0,0.08,0,0,0,0,0.143,0.5425,0.966,1,0.7105,0.038,0,0,0,0,0,0.845,0.6965,0.463,0.577,0.7835,1,1,0.8355,0.396,0.0035,0,0,0,0,0,0,0.085,0.686,0.908,1,0.9315,0.722,0.3745,0.0525,0,0,0,0,0,0
0,0,0,0.029,0.299,0.512,0.7245,0.937,1,0.851,0.6735,0.186,0,0,0,0,0,0,0.016,0.8175,1,1,0.8905,0.855,0.64,0.855,0.9395,0.962,0.2745,0,0,0,0,0,0,0.4495,0.7515,0.294,0.0245,0,0,0,0.0855,0.9885,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.688,1,0.5935,0,0,0,0,0,0,0,0,0,0,0,0.2435,0.886,1,0.903,0.0795,0,0,0,0,0,0,0,0,0.061,0.3195,0.7145,0.956,1,0.6745,0.132,0,0,0,0,0,0,0,0.479,0.971,0.9785,1,1,1,0.989,0.4725,0.0425,0,0,0,0,0,0,0,0.455,0.884,0.7955,0.583,0.4205,0.4205,0.4865,0.9305,0.729,0.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895,0.8785,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5375,0.9995,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,1,0.2205,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0.8365,0.9875,0.1125,0,0,0,0,0.2085,0.8195,0.0145,0,0,0,0,0.005,0.4895,1,0.8145,0.003,0,0,0,0,0.124,0.9315,0.569,0.0425,0,0,0.203,0.777,1,0.8995,0.1795,0,0,0,0,0,0,0.338,0.9575,0.91,0.855,0.855,0.9765,1,0.9075,0.2205,0,0,0,0,0,0,0,0,0.1705,0.673,0.9995,1,0.7825,0.515,0.076,0,0,0,0,0
0,0,0.0155,0.2675,0.6365,0.785,1,0.84,0.6655,0.491,0.14,0.00650000000000001,0,0,0,0,0,0,0.539,1,1,0.9805,0.9395,0.9395,0.979,1,1,0.7935,0.305,0,0,0,0,0,0.0355,0.34,0.3175,0.1295,0,0,0.113,0.2075,0.441,0.8125,0.997,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1575,0.9745,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4455,1,0.773,0,0,0,0,0,0,0,0,0,0.162,0.424,0.424,0.7235,0.9865,1,0.2755,0,0,0,0,0,0,0,0,0,0.32,1,1,1,0.93,0.312,0.00750000000000001,0,0,0,0,0,0,0,0,0,0.0055,0.337,0.932,0.9995,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.733,0.998,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4745,0.997,0.527,0,0,0,0.00900000000000001,0.0355,0,0,0,0,0,0,0,0,0,0.683,1,0.1385,0,0,0.296,0.747,0,0,0,0,0,0,0,0,0.017,0.8845,1,0.3025,0,0,0.143,0.9605,0.3805,0,0,0,0,0,0,0.00900000000000001,0.493,1,0.8835,0.046,0,0,0,0.4175,0.97,0.558,0.185,0,0,0,0.188,0.634,1,0.9845,0.2565,0,0,0,0,0,0.346,0.901,0.995,0.9395,0.9395,0.9395,0.9955,1,0.873,0.2615,0,0,0,0,0,0,0,0.0685,0.4615,0.8935,1,0.967,0.7575,0.495,0.036,0,0,0,0
0,0,0,0,0,0.1795,0.5595,0.9095,1,1,0.7915,0.187,0,0,0,0,0,0,0,0,0.0895,0.9745,1,1,0.725,0.686,0.9305,0.955,0.25,0,0,0,0,0,0,0.046,0.8345,1,0.806,0.2505,0.017,0,0.186,1,0.689,0,0,0,0,0,0,0.596,1,0.7135,0.053,0,0,0,0.25,1,0.7395,0,0,0,0,0,0,0.277,0.6355,0.096,0,0,0,0.1305,0.842,1,0.538,0,0,0,0,0,0,0,0,0,0,0.1025,0.4095,0.909,1,0.676,0.0115,0,0,0,0,0,0,0,0,0,0.104,0.9605,1,0.88,0.4185,0.018,0,0,0,0,0,0,0,0,0,0,0.014,0.536,1,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.5485,0.9725,0.3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0.8285,0.888,0.00950000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4335,1,0.4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1345,0.9995,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2805,0.9985,0.6735,0,0,0,0,0,0,0,0.0505,0.315,0.0445,0,0,0.1325,0.8285,1,0.529,0,0,0,0,0,0,0,0.0205,0.85,0.9325,0.6355,0.6445,0.954,1,0.775,0.085,0,0,0,0,0,0,0,0,0.11,0.639,0.875,1,0.913,0.513,0.026,0,0,0,0,0
0,0,0,0,0.173,0.6135,0.9675,1,1,0.918,0.3025,0,0,0,0,0,0,0,0,0,0.6995,1,1,1,1,1,0.9825,0.1955,0,0,0,0,0,0,0,0,0.684,1,1,1,1,1,1,0.5455,0,0,0,0,0,0,0,0,0.0535,0.73,1,1,1,1,1,0.9235,0.1985,0,0,0,0,0,0,0,0,0.0305,0.3755,0.5155,0.8845,0.984,1,1,0.8475,0.0035,0,0,0,0,0,0,0,0,0,0,0.002,0.423,1,1,0.981,0.066,0,0,0,0,0,0.1875,0.584,0.928,0.931,0.931,0.931,0.996,1,1,0.9035,0.0165,0,0,0,0,0,0.7195,1,1,1,1,1,1,1,1,0.5075,0,0,0,0,0,0,0.514,1,1,1,1,1,1,1,1,0.5415,0,0,0,0,0,0,0.00650000000000001,0.6075,0.9595,0.931,0.931,0.911,0.7225,0.974,1,0.9755,0.219,0,0,0,0,0.3685,0.5175,0.493,0.2855,0,0,0,0,0.117,0.851,1,0.6285,0,0,0,0.0405,0.968,1,1,0.9945,0.6055,0.081,0.0425,0.138,0.4235,0.9485,1,0.9555,0.0405,0,0,0,0.6985,1,1,1,1,0.951,0.897,1,1,1,1,0.9645,0.0275,0,0,0,0.126,0.8245,1,1,1,1,1,1,1,1,1,0.6175,0,0,0,0,0,0.18,0.732,0.9765,1,1,1,1,1,1,0.5585,0.028,0,0,0,0,0,0,0,0.124,0.393,0.6095,0.75,0.9265,0.724,0.5955,0.0335,0,0,0
0,0,0,0,0.0705,0.2865,0.7085,0.9255,0.9945,0.7115,0.425,0.103,0,0,0,0,0,0,0.1815,0.7,0.915,1,1,1,1,1,1,0.966,0.4355,0,0,0,0,0,0.3695,0.989,1,0.9765,0.684,0.4835,0.198,0.203,0.489,0.8995,0.994,0.363,0,0,0,0,0,0.2765,0.491,0.264,0,0,0,0,0,0.321,1,0.851,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.545,1,0.9785,0.095,0,0,0,0,0,0,0,0,0,0,0.1445,0.661,1,1,0.8405,0.0195,0,0,0,0,0,0,0.1195,0.3275,0.6,0.7345,0.966,1,1,0.959,0.1435,0,0,0,0,0,0,0,0.5475,1,1,1,1,1,0.835,0.2185,0,0,0,0,0,0,0,0,0.05,0.568,0.7275,0.7275,0.7275,0.967,0.966,0.4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0.812,0.9965,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.945,0.9865,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.822,1,0.5225,0,0,0.2655,0.4015,0.021,0,0,0,0,0,0,0.00850000000000001,0.5545,1,1,0.632,0,0,0.5975,1,0.713,0.411,0.3275,0.3275,0.3275,0.3275,0.5505,0.751,0.997,1,0.992,0.205,0,0,0.00950000000000001,0.48,0.962,1,1,1,1,1,1,1,1,0.9685,0.3645,0,0,0,0,0,0.1765,0.5855,0.956,1,1,1,1,0.8215,0.4515,0.154,0,0,0
0,0,0.017,0.6905,1,1,1,0.8255,0.9215,0.873,0.6445,0.2725,0,0,0,0,0,0,0.0145,0.915,1,1,1,1,1,1,1,0.9895,0.7645,0.074,0,0,0,0,0,0.1645,0.7915,0.9635,1,1,1,1,1,1,1,0.3805,0,0,0,0,0,0,0,0.211,0.234,0.538,0.65,1,1,1,1,0.427,0,0,0,0,0,5e-04,0.392,0.912,0.839,0.7335,0.8585,1,1,1,0.738,0.0405,0,0,0,0,0,0.0035,0.981,1,1,1,1,1,1,0.7895,0.0555,0,0,0,0,0,0,0,0.2455,0.6965,0.7555,0.921,1,1,1,0.647,0,0,0,0,0,0,0,0,0,0,0,0.0735,0.386,0.9675,1,0.9875,0.2595,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.9635,1,0.8745,0.0745,0,0,0,0,0,0,0,0,0,0,0,0,0.627,1,1,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0.549,1,1,0.2955,0,0,0,0,0,0,0,0,0,0,0,0,0.692,1,1,0.279,0,0,0,0,0,0.1655,0.2,0.1325,0,0.041,0.2,0.5295,0.981,1,0.7945,0.033,0,0,0,0,0.2835,0.971,1,0.9495,0.8445,0.8745,1,1,1,0.9715,0.271,0,0,0,0,0,0.122,0.841,1,1,1,1,1,1,0.886,0.344,0,0,0,0,0,0,0,0.0855,0.6145,0.6835,1,1,0.6525,0.311,0.1325,0,0,0,0,0
0,0,0,0,0,0.1555,0.4665,0.744,1,0.8955,0.4885,0,0,0,0,0,0,0,0,0.027,0.4665,0.9755,1,1,1,1,0.998,0.4485,0,0,0,0,0,0,0,0.6645,1,0.98,0.7975,0.5465,0.4,0.7475,1,0.9225,0.195,0,0,0,0,0,0,0.883,0.886,0.1865,0,0,0.0205,0.818,1,0.737,0.02,0,0,0,0,0,0,0.107,0.1065,0,0,0,0.4475,1,0.9645,0.2015,0,0,0,0,0,0,0,0,0,0,0.202,0.7365,0.9715,1,0.5565,0,0,0,0,0,0,0,0,0,0,0.202,0.9395,1,1,1,0.803,0.176,0,0,0,0,0,0,0,0,0,0.3595,1,0.995,0.4595,0.9055,1,0.8755,0.13,0,0,0,0,0,0,0,0,0,0.3235,0.2455,0,0.322,0.971,1,0.5535,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.48,1,1,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0.271,1,1,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0.4535,1,1,0.1595,0,0,0,0,0,0,0,0,0,0,0.2095,0.689,1,1,0.746,0,0,0,0,0,0.0675,0.818,0.551,0.4,0.448,0.699,0.973,1,1,0.7865,0.066,0,0,0,0,0,0.1015,0.939,1,1,1,1,1,0.914,0.444,0.0495,0,0,0,0,0,0,0,0.205,0.6035,0.85,0.8295,0.7205,0.3985,0.1075,0,0,0,0,0,0
0,0,0,0,0.00800000000000001,0.237,0.403,0.7755,0.963,0.4125,0,0,0,0,0,0,0,0,0,0,0.356,1,1,1,1,0.9795,0.648,0.092,0,0,0,0,0,0,0,0,0.116,0.748,1,0.931,0.4775,0.2135,0.696,0.84,0.12,0,0,0,0,0,0,0,0,0.00700000000000001,0.1515,0.062,0,0,0,0.7085,0.7445,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.6505,1,0.23,0,0,0,0,0,0,0.084,0.9035,0.7795,0.6665,0.6665,0.877,0.9115,1,0.987,0.147,0,0,0,0,0,0,0,0.4445,0.8485,1,1,1,0.783,0.543,0.2135,5e-04,0,0,0,0,0,0,0,0,0.00650000000000001,0.0305,0.0305,0.2245,0.8645,0.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.992,0.2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697,0.81,0.00650000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4255,0.9825,0.083,0,0,0,0,0.1455,0.4125,0,0,0,0,0,0,0,0.419,0.9995,0.1465,0,0,0,0,0.2565,0.956,0.0365,0,0,0,0,0,0.00950000000000001,0.8285,0.9775,0.094,0,0,0,0,0.0585,0.8095,0.5935,0.0375,0,0,0,0.1225,0.3275,0.969,0.8435,0,0,0,0,0,0,0.153,0.8855,0.956,0.719,0.697,0.7015,0.9715,1,0.9655,0.319,0,0,0,0,0,0,0,0.0875,0.5,0.798,1,1,0.9375,0.6535,0.305,0,0,0,0
0,0,0.388,0.7655,1,0.523,0.6065,0.6095,0.3525,0.2195,0.074,0,0,0,0,0,0,0.2895,0.9705,1,1,1,1,1,1,1,0.892,0.6655,0.439,0.1085,0,0,0,0.155,0.6435,0.3415,0.3415,0.684,0.8035,1,1,1,1,1,1,0.881,0.6105,0.085,0,0,0,0,0,0,0.0775,0.2195,0.2195,0.5625,0.9995,1,1,1,1,0.4125,0,0,0,0,0,0,0.689,1,1,1,1,1,1,1,1,0.439,0,0,0,0,0,0.0385,0.9765,1,1,1,1,1,1,0.9175,0.644,0.0185,0,0,0,0,0,0,0.4555,1,1,1,1,0.3935,0.244,0.1135,0,0,0,0,0,0,0,0,0.001,0.112,0.7175,0.9905,1,0.856,0.159,0,0,0,0.00650000000000001,0.68,0.2655,0,0,0,0,0,0,0.3855,0.9905,1,0.92,0.216,0,0,0.171,0.983,0.407,0,0,0,0,0,0,0,0.2705,0.9275,1,0.964,0.00700000000000001,0,0.48,1,0.7565,0.0195,0,0,0,0,0,0,0,0.266,0.9825,1,0.4545,0,0.289,0.9835,1,0.6735,0.052,0,0,0,0,0,0,0,0.68,1,0.6615,0,0,0.5995,0.9995,1,0.923,0.8265,0.5125,0.2875,0.122,0.0505,0,0.03,0.9,1,0.8115,0,0,0,0.4975,1,1,1,1,1,1,0.8505,0.732,0.7895,1,1,0.828,0,0,0,0.003,0.296,0.811,1,1,1,1,1,1,1,1,0.9995,0.436,0,0,0,0,0,0.073,0.2195,0.3505,0.6515,1,1,1,1,1,0.6265,0.00700000000000001,0
